id,final_pred,gold,final_correct,has_wrong_equation,num_equations_found,examples,process_wrong_but_answer_correct
train_GSM8K_Q4765,21,21,True,True,2,"[' 1.4 (1.4 = 40', ').\n\n15*1.4 = 21']",True
train_GSM8K_Q4768,20,20,True,False,0,[],False
train_GSM8K_Q4769,30,30,True,True,4,"[' = 20', ' = 10', '\n= 20']",True
train_GSM8K_Q4771,63,63,True,False,0,[],False
train_GSM8K_Q4773,706,706,True,False,4,"[' 5*42 = 210', ' 10*30 = 300', ' 7*28 = 196']",False
train_GSM8K_Q4803,2,2,True,True,2,"[' 3*4 = 12', ' = 2']",True
train_GSM8K_Q4824,110,110,True,True,3,"[' 20 = 60', ' 60 / 2 = 30', ' 20 + 60 + 30 = 110']",True
train_GSM8K_Q4879,4,4,True,False,3,"[' 30 - 20 = 10', ' 10 / 2 = 5', ' 5 - 1 = 4']",False
train_GSM8K_Q4885,150,150,True,False,0,[],False
train_GSM8K_Q4906,60,20,False,True,5,"[' = 2', ' = 2', ' = 40']",False
train_GSM8K_Q4965,3,45500,False,False,0,[],False
train_GSM8K_Q4984,4,4,True,False,0,[],False
train_GSM8K_Q5002,800,800,True,False,0,[],False
train_GSM8K_Q5007,3,3,True,False,0,[],False
train_GSM8K_Q5011,0,100,False,False,0,[],False
train_GSM8K_Q5049,6,24,False,False,2,"[' 3/3 = 1', ' 2*3 = 6']",False
train_GSM8K_Q5072,20,60,False,False,0,[],False
train_GSM8K_Q5073,3,6,False,True,2,"[', 9*1/3 = 6', ' 9 - 6 = 3']",False
train_GSM8K_Q5122,24,21,False,False,3,"[' 45 / 3 = 15', ' 45 / 5 = 9', ' 15 + 9 = 24']",False
train_GSM8K_Q5123,20,40,False,False,0,[],False
train_GSM8K_Q5158,0,2,False,False,0,[],False
train_GSM8K_Q5163,2,2,True,True,4,"[' = 120', ' = 2', ' = 120']",True
train_GSM8K_Q5195,1075,1075,True,False,0,[],False
train_GSM8K_Q5200,10,100,False,True,4,"[' x = 0.3', ' x + 0.3x = 0.4', '\n0.4x - x = 0.1']",False
train_GSM8K_Q5244,8,8,True,True,2,"[' = 20', ' = 8']",True
train_GSM8K_Q5271,32,32,True,True,1,[' = 32'],True
train_GSM8K_Q5273,33,220,False,False,0,[],False
train_GSM8K_Q5278,7,7,True,False,1,[' 28/4 = 7'],False
train_GSM8K_Q5289,0,140,False,False,0,[],False
train_GSM8K_Q5328,680,680,True,False,0,[],False
train_GSM8K_Q5333,3,3,True,False,3,"[' (3 + 2) = 5', ' (2 + 2 + 5) = 9', ' 9/3 = 3']",False
train_GSM8K_Q5343,25,15,False,True,3,"[' = 3', '*10 = 30', ' 30 - 5 = 25']",False
train_GSM8K_Q5348,561,88,False,False,0,[],False
train_GSM8K_Q5378,80,160,False,False,0,[],False
train_GSM8K_Q5395,48,48,True,False,2,"[' 5*8 = 40', ' 8 + 40 = 48']",False
train_GSM8K_Q5416,50,3,False,True,4,"['1 = 50', '1 = 99', ' = 50']",False
train_GSM8K_Q5428,0,150,False,False,0,[],False
train_GSM8K_Q5450,8,6,False,False,0,[],False
train_GSM8K_Q5468,6,6,True,False,2,"[' 18*3 = 54', ' 54 / 9 = 6']",False
train_GSM8K_Q5475,75,41,False,True,3,"[' = 0.3', ' = 6', ' x + 15 = 75']",False
train_GSM8K_Q5480,33,33,True,False,2,"['6*5 = 30', '30*0.10 = 3']",False
train_GSM8K_Q5511,60,105,False,False,2,"[' 35 - 10 = 25', ' 25 + 35 = 60']",False
train_GSM8K_Q5515,8,8,True,True,3,"[' 2x + x = 3', '\n\n3x = 24', '\n\nx = 8']",True
train_GSM8K_Q5523,45,45,True,False,2,"[' 20 + 15 = 35', ' 80 - 35 = 45']",False
train_GSM8K_Q5566,54,54,True,True,5,"[' = 120', ' = 120', '*0.5 = 60']",True
train_GSM8K_Q5582,6,14,False,True,1,['. 40 - 10 = 30'],False
train_GSM8K_Q5602,50,24,False,True,1,['.\n25% = 0.25'],False
train_GSM8K_Q5623,3,3,True,True,5,"[' = 3', ' = 3', ' + 4 = 7']",True
train_GSM8K_Q5681,450,450,True,False,0,[],False
train_GSM8K_Q5682,18,18,True,False,5,"[' 5*18 = 90', ' 4*18 = 72', ' 5*18 = 90']",False
train_GSM8K_Q5688,66,66,True,False,2,"['\n5*2 = 10', '\n3*4 = 12']",False
train_GSM8K_Q5695,7,9,False,True,3,"[' x 1.5 = 3', ' = 2', ' 2 + 3 + 2 = 7']",False
train_GSM8K_Q5699,12,10,False,True,2,"['10 = 12', '10 = 12']",False
train_GSM8K_Q5714,18,11,False,True,8,"[' 6/2 = 3', ' = 3', '*3 = 9']",False
train_GSM8K_Q5737,22,22,True,False,2,"[' 2*14 = 28', ' 28 - 6 = 22']",False
train_GSM8K_Q5751,1800,1800,True,False,3,"[' 20*30 = 600', ' 40*30 = 1200', ' 600 + 1200 = 1800']",False
train_GSM8K_Q5763,170,3,False,True,6,"[' = 52', ' = 38', ' = 40']",False
train_GSM8K_Q5793,40,22,False,False,6,"[' 3*5 = 15', ' 37 - 15 = 22', ' 27 - 7 = 20']",False
train_GSM8K_Q5812,160,248,False,True,2,"[' = 25', ' = 3']",False
train_GSM8K_Q5826,8,20,False,False,1,['\n\n20 ÷ 8 = 2.5'],False
train_GSM8K_Q5872,3,24,False,False,0,[],False
train_GSM8K_Q5873,2,2,True,False,2,"[' 15 - 5 = 10', ' 10*0.2 = 2']",False
train_GSM8K_Q5878,66,66,True,False,0,[],False
train_GSM8K_Q5896,8,16,False,False,3,"[' 6*2 = 12', ' 12*2 = 24', ' 24 / 3 = 8']",False
train_GSM8K_Q5911,20,20,True,True,4,"[' = 5', '*8 = 40', ' = 5']",True
train_GSM8K_Q5934,100,3,False,False,0,[],False
train_GSM8K_Q5967,59,150,False,True,6,"[' 20/100 = 1', ' 20/100 = 1', ' 30/100 = 3']",False
train_GSM8K_Q5977,5,13,False,True,2,"[' - 2*8 = 16', ' 16 - 5 = 11']",False
train_GSM8K_Q5987,40,10,False,False,0,[],False
train_GSM8K_Q5992,75,100,False,False,0,[],False
train_GSM8K_Q6040,25,25,True,True,1,[' = 3'],True
train_GSM8K_Q6077,42,42,True,True,6,"[' = 51', ' + 5 = 56', ' = 56']",True
train_GSM8K_Q6095,13,13,True,True,3,"[' 13 = 2', ' + (8x) + 13 = 2', ' x = 20']",True
train_GSM8K_Q6103,3,120,False,False,0,[],False
train_GSM8K_Q6106,1400,1400,True,False,1,[' 14*100 = 1400'],False
train_GSM8K_Q6147,30,5,False,False,0,[],False
train_GSM8K_Q6165,11,11,True,False,0,[],False
train_GSM8K_Q6166,14,14,True,True,5,"[' = 65', ' = 13', ' + 8 + 18 + 12 = 51']",True
train_GSM8K_Q6170,4,5,False,False,0,[],False
train_GSM8K_Q6175,33,7,False,True,2,"[' = 20', ' = 3.33']",False
train_GSM8K_Q6184,6,6,True,False,2,"[' 4*3 = 12', ' 12/2 = 6']",False
train_GSM8K_Q6185,48,3,False,True,3,"[' 2*6 = 12', '\nx/4 = 12', '\nx = 48']",False
train_GSM8K_Q6197,4,4,True,True,4,"[' = 600', ' = 150', ' = 750']",True
train_GSM8K_Q6198,100,100,True,True,4,"['\n\n200 + 2x + x = 500', '\n\n600 = 2', '\n\n3x = 300']",True
train_GSM8K_Q6226,65,65,True,True,3,"[' 60 + 75 = 135', '.\n200 - 135 = 65', '.\n200 - 135 = 65']",True
train_GSM8K_Q6250,320,55,False,True,7,"[' 3x + 5 = 20', ' 3x = 15', ' x = 5']",False
train_GSM8K_Q6280,97,97,True,False,0,[],False
train_GSM8K_Q6306,10,8,False,True,4,"[' 40 - 8 = 32', ', x = 32', ' / (x/3) = 32']",False
train_GSM8K_Q6321,2,6,False,True,6,"['\n4x + 2 = 4', '(2x - 2) + 2\n4x + 2 = 8', 'x - 4 + 2\n4x = 8']",False
train_GSM8K_Q6331,25,15,False,True,2,"[' = 25', ' = 25']",False
train_GSM8K_Q6351,30,20,False,True,4,"[') = 10', ' + 20 = 30', ' 30 + x = 40']",False
train_GSM8K_Q6357,11,11,True,False,0,[],False
train_GSM8K_Q6459,27,11,False,False,0,[],False
train_GSM8K_Q6472,31,31,True,False,2,"[' 2*12 = 24', ' 7 + 24 = 31']",False
train_GSM8K_Q6494,8,8,True,True,2,"[' 6/4 = 1', ' 1 1/2 - 8 = 6']",True
train_GSM8K_Q6504,22,22,True,False,3,"[' 12 / 2 = 6', ' 4*6 = 24', '\n24 - 2 = 22']",False
train_GSM8K_Q6525,75,75,True,False,0,[],False
train_GSM8K_Q6526,16,16,True,False,1,['\n1 + 3 + 4 + 4 + 4 = 16'],False
train_GSM8K_Q6529,5300,5200,False,True,3,"[' 2073 + 4112 + 985 = 7170', ' 2073 + 4112 = 6285', ' 6285 - 985 = 5300']",False
train_GSM8K_Q6531,6,6,True,False,3,"[' 20 - 6 = 14', ' 14 - 6 = 8', ' 8 - 6 = 2']",False
train_GSM8K_Q6532,3,3,True,False,3,"[' 6 + 2 = 8', ' 3*3 = 9', ' 8 - 9 = -1']",False
train_GSM8K_Q6552,10,10,True,False,0,[],False
train_GSM8K_Q6575,1080,1320,False,False,0,[],False
train_GSM8K_Q6580,20,20,True,False,1,[' 100 - 80 = 20'],False
train_GSM8K_Q6591,26,26,True,True,6,"[' 2 = 35', ' = 70', ' 4 = 48']",True
train_GSM8K_Q6606,9,6,False,True,3,"['\n50 + 9 + 121 = 180', '\n1,500 - 180 = 1,320', ' 1320 / 220 = 5.9']",False
train_GSM8K_Q6720,30,30,True,True,3,"[' 1/3*45 = 15', ' = 45', ' - 15 = 30']",True
train_GSM8K_Q6736,16,16,True,False,3,"[' 4*2 = 8', ' 8 / 2 = 4', ' 4 + 8 + 4 = 16']",False
train_GSM8K_Q6741,150,150,True,False,0,[],False
train_GSM8K_Q6782,141,141,True,True,11,"[' 7*18 = 126', ' 126 + 15 = 141', ' 141*3 = 423']",True
train_GSM8K_Q6785,40,40,True,True,4,"[' = 120', ' = 20', ' 2\n= 20']",True
train_GSM8K_Q6801,16,16,True,False,2,"[' 20 - 7 - 3 + 4 = 14', ' 14 + 2 = 16']",False
train_GSM8K_Q6823,40,5,False,True,2,"[' = 20', ' = 20']",False
train_GSM8K_Q6830,17,17,True,False,0,[],False
train_GSM8K_Q6840,75,50,False,False,0,[],False
train_GSM8K_Q6889,108,2,False,False,0,[],False
train_GSM8K_Q6899,325,325,True,True,3,"[' x 1.5 = 150', ' / 2 = 75', ' 100 + 150 + 75 = 325']",True
train_GSM8K_Q6911,800,800,True,True,2,"[' 20*8 = 160', ' = 800']",True
train_GSM8K_Q6929,750,750,True,False,3,"[' 10*300 = 3000', ' 3/4*3000 = 2250', ' 3000 - 2250 = 750']",False
train_GSM8K_Q6931,6,6,True,False,2,"[' 9 - 1.75 = 7.25', ' 7.25 - 1.25 = 6']",False
train_GSM8K_Q6932,120,120,True,True,5,"[' = 40', ' = 2', ' = 80']",True
train_GSM8K_Q6982,20,20,True,False,3,"[' 100 - 8 = 92', ' 92 / 4 = 23', ' 23 - 3 = 20']",False
train_GSM8K_Q7018,400,400,True,False,0,[],False
train_GSM8K_Q7041,10,5,False,False,1,[' 5 + 10 = 15'],False
train_GSM8K_Q7054,39,35,False,True,2,"[' (4*17 = 68', ' 17 + 22 = 39']",False
train_GSM8K_Q7075,360,80,False,True,5,"[' = 240', ' = 1,936,000', ' = 1,936,000']",False
train_GSM8K_Q7156,4,7,False,True,3,"[' = 700', ' = 2.33', ' = 18.4']",False
train_GSM8K_Q7167,250,295,False,True,3,"[' = 150', '\n= 150', ' - x + x\n= 250']",False
train_GSM8K_Q7187,37,37,True,False,3,"[' 3*5 = 15', ' 11*2 = 22', ' 15 + 22 = 37']",False
train_GSM8K_Q7223,80,16,False,False,0,[],False
train_GSM8K_Q7235,7,7,True,False,1,['\n\n28 ÷ 4 = 7'],False
train_GSM8K_Q7259,38000,38000,True,False,4,"[' 8*1000 = 8000', ' 6*1000 = 6000', ' 4*8000 = 32000']",False
train_GSM8K_Q7291,75,75,True,False,3,"[' 300/2 = 150', ' 150/2 = 75', ' 75/2 = 37.5']",False
train_GSM8K_Q7310,62,82,False,False,0,[],False
train_GSM8K_Q7313,100,72,False,True,2,"['\n\n2x + 4 = 220', '\n\nx = 100']",False
train_GSM8K_Q7314,12,21,False,False,3,"[' 3*4 = 12', ' 3*6 = 18', ' 18 + 12 = 30']",False
train_GSM8K_Q7320,4,2,False,True,5,"[' = 50', ' = 200', ' = 100']",False
train_GSM8K_Q7333,50000,67500,False,True,5,"[' x + 0.5x = 1.5', '\nx + (x + 0.5x) = 45,000', '\nx + 0.5x = 45,000']",False
train_GSM8K_Q7344,2,2,True,False,1,[' 2*8 = 16'],False
train_GSM8K_Q7370,11,5,False,False,2,"[' 4 + 6 = 10', ' 15 - 4 = 11']",False
train_GSM8K_Q7384,7,7,True,True,2,"[' (9 + 12 = 21', ' 3.\n21 ÷ 3 = 7']",True
train_GSM8K_Q7388,0,400,False,False,0,[],False
train_GSM8K_Q7389,56,35,False,True,4,"[' = 8', ' = 8', ' = 56']",False
train_GSM8K_Q7396,42,420,False,False,1,[' 84/2 = 42'],False
train_GSM8K_Q7406,20,20,True,False,0,[],False
train_GSM8K_Q7417,25,15,False,True,13,"[' 5*3 = 15', ' 18 / 3 = 6', ' 7*3 = 21']",False
train_GSM8K_Q7449,96,96,True,False,0,[],False
