id,final_pred,gold,final_correct,process_has_error,process_wrong_but_answer_correct,wrong_steps_json
train_GSM8K_Q866,65,65,True,False,False,[]
test_GSM8K_Q298,55,55,True,True,True,"[""30 days (3 days/week x 7 days/week)"", ""Friday: 0 crates (Sam was closed)\nSaturday: 20 crates (as mentioned in the problem)\nSunday: 0 crates (Sam was closed)""]"
train_GSM8K_Q2450,41,41,True,False,False,[]
train_GSM8K_Q856,1700,1700,True,False,False,[]
train_GSM8K_Q7075,80,80,True,False,False,[]
train_GSM8K_Q2832,7,7,True,False,False,[]
train_GSM8K_Q382,75,75,True,False,False,[]
train_GSM8K_Q6166,14,14,True,False,False,[]
train_GSM8K_Q2254,14,14,True,False,False,[]
train_GSM8K_Q2746,12,12,True,False,False,[]
train_GSM8K_Q3705,477,477,True,True,True,"[""* If the store sold 327 televisions this year, and last year they sold 277 (50 more than last year), then the increase in televisions sold each year is 50.""]"
train_GSM8K_Q1281,240,240,True,False,False,[]
train_GSM8K_Q4666,20,20,True,False,False,[]
train_GSM8K_Q7314,21,21,True,False,False,[]
test_GSM8K_Q62,1430,1430,True,False,False,[]
train_GSM8K_Q5289,140,140,True,False,False,[]
test_GSM8K_Q238,90,90,True,False,False,[]
train_GSM8K_Q7417,15,15,True,False,False,[]
train_GSM8K_Q1691,12,12,True,False,False,[]
test_GSM8K_Q593,1,1,True,False,False,[]
train_GSM8K_Q6720,30,30,True,False,False,[]
train_GSM8K_Q7388,400,400,True,False,False,[]
train_GSM8K_Q7156,7,7,True,False,False,[]
train_GSM8K_Q5163,2,2,True,False,False,[]
train_GSM8K_Q1401,22,22,True,False,False,[]
train_GSM8K_Q4265,50,50,True,True,True,"[""So, the total number of points scored by Marcus's team is 15 + 20 = 35 points.""]"
train_GSM8K_Q6106,1400,1400,True,True,True,"[""* Since the town council has now planted twice as many cherry trees as they originally planned, the total number of leaves that fall from all 14 trees is 2 x 700 = 1400 leaves.""]"
train_GSM8K_Q2711,21,21,True,False,False,[]
train_GSM8K_Q3235,6230,6230,True,False,False,[]
train_GSM8K_Q953,200,200,True,False,False,[]
train_GSM8K_Q5348,88,88,True,False,False,[]
train_GSM8K_Q202,10,10,True,True,True,"[""Archibald eats 1 apple a day for 2 weeks, so he eats a total of 2 apples in those 2 weeks."", ""Over the next 3 weeks, he eats the same number of apples as the total of the first 2 weeks, which is 2 apples."", ""So, he eats a total of 2 + 2 = 4 apples in the next 3 weeks."", ""Over the next 2 weeks, he eats 3 apples a day, so he eats a total of 3 x 2 = 6 apples in those 2 weeks."", ""Therefore, Archibald averages a total of 4 + 6 = 10 apples per week over the entire 7-week period.""]"
train_GSM8K_Q1387,4,4,True,True,True,"[""Step 3: 6 customers - 4 cars = 2 customers"", ""Step 4: 2 customers x 4 tires per car = 8 tires replaced"", ""Step 6: 12 tires - 8 tires = 4 tires left""]"
train_GSM8K_Q2622,16,16,True,False,False,[]
train_GSM8K_Q3684,35,35,True,False,False,[]
train_GSM8K_Q6531,6,6,True,True,True,"[""Now, we know that Charles has 2 papers left, so we can set up the equation: 6 + x = 20"", ""Can you solve for x now?""]"
train_GSM8K_Q3886,79,79,True,False,False,[]
train_GSM8K_Q6459,11,11,True,False,False,[]
train_GSM8K_Q2484,7,7,True,False,False,[]
test_GSM8K_Q1178,17,17,True,False,False,[]
train_GSM8K_Q3587,20,20,True,False,False,[]
train_GSM8K_Q972,12,12,True,False,False,[]
train_GSM8K_Q2498,80,80,True,False,False,[]
train_GSM8K_Q4061,104,104,True,False,False,[]
train_GSM8K_Q4086,64,64,True,False,False,[]
train_GSM8K_Q5195,1075,1075,True,False,False,[]
train_GSM8K_Q6250,55,55,True,False,False,[]
train_GSM8K_Q5475,41,41,True,False,False,[]
train_GSM8K_Q967,192,192,True,False,False,[]
test_GSM8K_Q1037,10,10,True,False,False,[]
test_GSM8K_Q543,7,7,True,False,False,[]
train_GSM8K_Q5737,22,22,True,False,False,[]
train_GSM8K_Q6782,141,141,True,False,False,[]
train_GSM8K_Q1365,7100,7100,True,False,False,[]
train_GSM8K_Q5480,33,33,True,False,False,[]
train_GSM8K_Q5977,13,13,True,False,False,[]
train_GSM8K_Q4347,14,14,True,False,False,[]
train_GSM8K_Q6103,120,120,True,False,False,[]
train_GSM8K_Q5826,20,20,True,False,False,[]
test_GSM8K_Q135,720,720,True,False,False,[]
train_GSM8K_Q3479,18,18,True,False,False,[]
train_GSM8K_Q5271,32,32,True,True,True,"[""Let's say x is the number of cups of pesto Cheryl will be able to make. We know that Cheryl needs 4 cups of basil to make 1 cup of pesto, so we can write: 4 = x / 1"", ""We also know that Cheryl can harvest 16 cups of basil every week for 8 weeks, so we can write: 16 x 8 = x"", ""Now we can solve the problem by simplifying the equation. We can do this by multiplying both sides of the equation by 8 to get rid of the 16: 8 x 16 = x"", ""Now we can see that x = 128.""]"
train_GSM8K_Q89,258,258,True,False,False,[]
train_GSM8K_Q1720,120,120,True,True,True,"[""Interest charge = $150.00 x 20% = $30.00"", ""New balance = $150.00 - $30.00 = $120.00""]"
train_GSM8K_Q1625,18,18,True,False,False,[]
test_GSM8K_Q80,70,70,True,False,False,[]
train_GSM8K_Q4586,10,10,True,False,False,[]
train_GSM8K_Q3103,180,180,True,False,False,[]
train_GSM8K_Q2998,900,900,True,True,True,"[""1. Lila watches the video at two times the average speed, which means she watches it in: 2 x 100 = 200 hours"", ""2. Roger watches the video at the average speed, which means he watches it in: 100 hours"", ""3. Since they both watch six of the same videos, they watch a total of: 6 x 100 = 600 hours"", ""200 + 100 + 600 = 900 hours""]"
train_GSM8K_Q7449,96,96,True,False,False,[]
train_GSM8K_Q5450,6,6,True,False,False,[]
train_GSM8K_Q4359,8,8,True,True,True,"[""* Using the calculations from Step 4, we can see that dividing each pizza into 8 slices results in the closest to 4 slices per child, with each child receiving approximately 3.67 slices (4 x 8 = 32 slices / 20 children).""]"
train_GSM8K_Q6552,10,10,True,False,False,[]
train_GSM8K_Q3272,40,40,True,False,False,[]
train_GSM8K_Q353,42,42,True,False,False,[]
train_GSM8K_Q1918,10200,10200,True,False,False,[]
test_GSM8K_Q100,58,58,True,False,False,[]
train_GSM8K_Q751,48,48,True,False,False,[]
train_GSM8K_Q6472,31,31,True,False,False,[]
train_GSM8K_Q6785,40,40,True,False,False,[]
train_GSM8K_Q4222,72,72,True,False,False,[]
test_GSM8K_Q1032,5,5,True,False,False,[]
train_GSM8K_Q6280,97,97,True,False,False,[]
train_GSM8K_Q6331,15,15,True,False,False,[]
train_GSM8K_Q6165,11,11,True,False,False,[]
test_GSM8K_Q482,84,84,True,True,True,"[""48 grains = 0.048 pounds"", ""Three-quarters of 0.048 pounds = 0.036 pounds"", ""0.036 pounds + 0.048 pounds = 0.084 pounds""]"
test_GSM8K_Q885,50,50,True,False,False,[]
train_GSM8K_Q2791,2100,2100,True,False,False,[]
train_GSM8K_Q7333,67500,67500,True,False,False,[]
test_GSM8K_Q718,5,5,True,True,True,"[""$5.00 - $10 = $5.00""]"
train_GSM8K_Q3024,2,2,True,True,True,"[""So, the amount of money Lola spent on stickers is: $2 / 2 = $1"", ""So, the number of packs of stickers Dora got is: $1 / $2 = half a pack""]"
train_GSM8K_Q5582,14,14,True,False,False,[]
train_GSM8K_Q3001,14,14,True,False,False,[]
train_GSM8K_Q4138,15,15,True,False,False,[]
train_GSM8K_Q7406,20,20,True,False,False,[]
train_GSM8K_Q504,20,20,True,False,False,[]
train_GSM8K_Q5872,24,24,True,False,False,[]
train_GSM8K_Q473,11,11,True,True,True,"[""9 years - 7 years = 2 years""]"
train_GSM8K_Q5273,220,220,True,False,False,[]
train_GSM8K_Q4768,20,20,True,True,True,"[""the cost of 2 pans is $40 / 2 = $20""]"
train_GSM8K_Q4244,22000,22000,True,False,False,[]
test_GSM8K_Q70,60,60,True,False,False,[]
train_GSM8K_Q3594,20,20,True,False,False,[]
train_GSM8K_Q409,52,52,True,False,False,[]
train_GSM8K_Q6226,65,65,True,False,False,[]
train_GSM8K_Q2557,51700,51700,True,False,False,[]
train_GSM8K_Q722,2200,2200,True,False,False,[]
train_GSM8K_Q5688,66,66,True,False,False,[]
test_GSM8K_Q1077,162,162,True,False,False,[]
train_GSM8K_Q462,250,250,True,False,False,[]
train_GSM8K_Q7259,38000,38000,True,False,False,[]
train_GSM8K_Q1427,12,12,True,True,True,"[""Step 2: Convert the time given in hours to minutes: 8 hours = 8 x 60 = 480 minutes"", ""Step 3: Divide the total number of forms by the number of forms the clerk can process per hour: 2400 forms / 25 forms per hour = 96 hours""]"
train_GSM8K_Q3541,3,3,True,False,False,[]
train_GSM8K_Q5328,680,680,True,True,True,"[""New price of paintings = $100 + $20 = $120 each""]"
train_GSM8K_Q4437,780,780,True,False,False,[]
test_GSM8K_Q1050,20,20,True,False,False,[]
train_GSM8K_Q3131,780,780,True,False,False,[]
train_GSM8K_Q4370,9,9,True,False,False,[]
train_GSM8K_Q5200,100,100,True,False,False,[]
train_GSM8K_Q724,3,3,True,True,True,"[""3x = 5"", ""x = 5 / 3"", ""John ate 5/3 bags of chips for dinner""]"
train_GSM8K_Q4906,20,20,True,True,True,"[""We know that Hilary has 20 big toenails and 40 regular toenails, for a total of 60 toenails."", ""if Hilary has collected 60 toenails, that means there are 40 toenails left in the jar."", ""40 regular toenails left in the jar, and each regular toenail takes up 1/5 of the space in the jar, then the big toenails take up 2 x 1/5 = 2/5 of the space in the jar.""]"
train_GSM8K_Q2969,4,4,True,True,True,"[""* Jon makes $0.75 \\times 3000 = $2250 per month"", ""* Karen makes $3000 \\times 3 = $9000 in 3 months""]"
train_GSM8K_Q255,30,30,True,False,False,[]
test_GSM8K_Q313,32,32,True,True,True,"[""Next, let's find the age of Quinn. We know that Jane is 3 years younger than Quinn, so if Quinn is x years old, Jane is x - 3 years old."", ""Now, we can use the information that Quinn is 30 years old to find the age of Trent. If Jane is x - 3 years old and Quinn is x years old, then Trent is x + 5 years old.""]"
test_GSM8K_Q161,16,16,True,False,False,[]
train_GSM8K_Q531,18,18,True,True,True,"[""Step 1: Identify the total number of desserts Pat has: 42 cookies + 63 pieces of candy + 21 brownies = 126 desserts"", ""Step 2: Divide the total number of desserts by the number of people in Pat's family: 126 desserts ÷ 7 people = 18 desserts per person""]"
